title,artist,composer,genre,massFunction,liturgicalTime,source,hasAudio,duration
"Instrumental Contemplativo 14","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,313
"Instrumental Contemplativo 15","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,314
"Instrumental Contemplativo 16","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,315
"Instrumental Contemplativo 17","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,316
"Instrumental Contemplativo 18","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,317
"Instrumental Contemplativo 19","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,318
"Instrumental Contemplativo 20","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,319
"Instrumental Contemplativo 21","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,320
"Instrumental Contemplativo 22","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,321
"Instrumental Contemplativo 23","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,322
"Instrumental Contemplativo 24","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,323
"Instrumental Contemplativo 25","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,324
"Instrumental Contemplativo 26","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,325
"Instrumental Contemplativo 27","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,326
"Instrumental Contemplativo 28","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,327
"Instrumental Contemplativo 29","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,328
"Instrumental Contemplativo 30","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,329
"Instrumental Contemplativo 31","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,330
"Instrumental Contemplativo 32","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,331
"Instrumental Contemplativo 33","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,332
"Instrumental Contemplativo 34","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,333
"Instrumental Contemplativo 35","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,334
"Instrumental Contemplativo 36","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,335
"Instrumental Contemplativo 37","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,336
"Instrumental Contemplativo 38","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,337
"Instrumental Contemplativo 39","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,338
"Instrumental Contemplativo 40","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,339
"Instrumental Contemplativo 41","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,340
"Instrumental Contemplativo 42","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,341
"Instrumental Contemplativo 43","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,342
"Instrumental Contemplativo 44","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,343
"Instrumental Contemplativo 45","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,344
"Instrumental Contemplativo 46","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,345
"Instrumental Contemplativo 47","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,346
"Instrumental Contemplativo 48","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,347
"Instrumental Contemplativo 49","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,348
"Instrumental Contemplativo 50","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,349
"Instrumental Contemplativo 51","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,350
"Instrumental Contemplativo 52","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,351
"Instrumental Contemplativo 53","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,352
"Instrumental Contemplativo 54","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,353
"Instrumental Contemplativo 55","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,354
"Instrumental Contemplativo 56","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,355
"Instrumental Contemplativo 57","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,356
"Instrumental Contemplativo 58","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,357
"Instrumental Contemplativo 59","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,358
"Instrumental Contemplativo 60","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,359
"Instrumental Contemplativo 61","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,360
"Instrumental Contemplativo 62","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,361
"Instrumental Contemplativo 63","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,362
"Instrumental Contemplativo 64","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,363
"Instrumental Contemplativo 65","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,364
"Instrumental Contemplativo 66","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,365
"Instrumental Contemplativo 67","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,366
"Instrumental Contemplativo 68","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,367
"Instrumental Contemplativo 69","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,368
"Instrumental Contemplativo 70","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,369
"Instrumental Contemplativo 71","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,370
"Instrumental Contemplativo 72","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,371
"Instrumental Contemplativo 73","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,372
"Instrumental Contemplativo 74","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,373
"Instrumental Contemplativo 75","Pixabay Music","Various",instrumental,ofertorio,comum,Pixabay,true,374
"Hino Tradicional 1","Coral Tradicional 1","Tradicional",liturgica,entrada,advento,Folhetos de Canto,true,200
"Hino Tradicional 2","Coral Tradicional 2","Tradicional",liturgica,gloria,natal,Folhetos de Canto,true,201
"Hino Tradicional 3","Coral Tradicional 3","Tradicional",liturgica,salmo,quaresma,Folhetos de Canto,true,202
"Hino Tradicional 4","Coral Tradicional 4","Tradicional",liturgica,ofertorio,pascoa,Folhetos de Canto,true,203
"Hino Tradicional 5","Coral Tradicional 5","Tradicional",liturgica,santo,pentecostes,Folhetos de Canto,true,204
"Hino Tradicional 6","Coral Tradicional 6","Tradicional",liturgica,comunhao,mariano,Folhetos de Canto,true,205
"Hino Tradicional 7","Coral Tradicional 7","Tradicional",liturgica,final,funerario,Folhetos de Canto,true,206
"Hino Tradicional 8","Coral Tradicional 8","Tradicional",liturgica,ato_penitencial,batizado,Folhetos de Canto,true,207
"Hino Tradicional 9","Coral Tradicional 9","Tradicional",liturgica,entrada,comum,Folhetos de Canto,true,208
"Hino Tradicional 10","Coral Tradicional 10","Tradicional",liturgica,gloria,advento,Folhetos de Canto,true,209
"Hino Tradicional 11","Coral Tradicional 11","Tradicional",liturgica,salmo,natal,Folhetos de Canto,true,210
"Hino Tradicional 12","Coral Tradicional 12","Tradicional",liturgica,ofertorio,quaresma,Folhetos de Canto,true,211
"Hino Tradicional 13","Coral Tradicional 13","Tradicional",liturgica,santo,pascoa,Folhetos de Canto,true,212
"Hino Tradicional 14","Coral Tradicional 14","Tradicional",liturgica,comunhao,pentecostes,Folhetos de Canto,true,213
"Hino Tradicional 15","Coral Tradicional 15","Tradicional",liturgica,final,mariano,Folhetos de Canto,true,214
"Hino Tradicional 16","Coral Tradicional 16","Tradicional",liturgica,ato_penitencial,funerario,Folhetos de Canto,true,215
"Hino Tradicional 17","Coral Tradicional 17","Tradicional",liturgica,entrada,batizado,Folhetos de Canto,true,216
"Hino Tradicional 18","Coral Tradicional 18","Tradicional",liturgica,gloria,comum,Folhetos de Canto,true,217
"Hino Tradicional 19","Coral Tradicional 19","Tradicional",liturgica,salmo,advento,Folhetos de Canto,true,218
"Hino Tradicional 20","Coral Tradicional 20","Tradicional",liturgica,ofertorio,natal,Folhetos de Canto,true,219
"Hino Tradicional 21","Coral Tradicional 21","Tradicional",liturgica,santo,quaresma,Folhetos de Canto,true,220
"Hino Tradicional 22","Coral Tradicional 22","Tradicional",liturgica,comunhao,pascoa,Folhetos de Canto,true,221
"Hino Tradicional 23","Coral Tradicional 23","Tradicional",liturgica,final,pentecostes,Folhetos de Canto,true,222
"Hino Tradicional 24","Coral Tradicional 24","Tradicional",liturgica,ato_penitencial,mariano,Folhetos de Canto,true,223
"Hino Tradicional 25","Coral Tradicional 25","Tradicional",liturgica,entrada,funerario,Folhetos de Canto,true,224
"Hino Tradicional 26","Coral Tradicional 26","Tradicional",liturgica,gloria,batizado,Folhetos de Canto,true,225
"Hino Tradicional 27","Coral Tradicional 27","Tradicional",liturgica,salmo,comum,Folhetos de Canto,true,226
"Hino Tradicional 28","Coral Tradicional 28","Tradicional",liturgica,ofertorio,advento,Folhetos de Canto,true,227
"Hino Tradicional 29","Coral Tradicional 29","Tradicional",liturgica,santo,natal,Folhetos de Canto,true,228
"Hino Tradicional 30","Coral Tradicional 30","Tradicional",liturgica,comunhao,quaresma,Folhetos de Canto,true,229
"Hino Tradicional 31","Coral Tradicional 31","Tradicional",liturgica,final,pascoa,Folhetos de Canto,true,230
"Hino Tradicional 32","Coral Tradicional 32","Tradicional",liturgica,ato_penitencial,pentecostes,Folhetos de Canto,true,231
"Hino Tradicional 33","Coral Tradicional 33","Tradicional",liturgica,entrada,mariano,Folhetos de Canto,true,232
"Hino Tradicional 34","Coral Tradicional 34","Tradicional",liturgica,gloria,funerario,Folhetos de Canto,true,233
"Hino Tradicional 35","Coral Tradicional 35","Tradicional",liturgica,salmo,batizado,Folhetos de Canto,true,234
"Hino Tradicional 36","Coral Tradicional 36","Tradicional",liturgica,ofertorio,comum,Folhetos de Canto,true,235
"Hino Tradicional 37","Coral Tradicional 37","Tradicional",liturgica,santo,advento,Folhetos de Canto,true,236
"Hino Tradicional 38","Coral Tradicional 38","Tradicional",liturgica,comunhao,natal,Folhetos de Canto,true,237
"Hino Tradicional 39","Coral Tradicional 39","Tradicional",liturgica,final,quaresma,Folhetos de Canto,true,238
"Hino Tradicional 40","Coral Tradicional 40","Tradicional",liturgica,ato_penitencial,pascoa,Folhetos de Canto,true,239
"Hino Tradicional 41","Coral Tradicional 41","Tradicional",liturgica,entrada,pentecostes,Folhetos de Canto,true,240
"Hino Tradicional 42","Coral Tradicional 42","Tradicional",liturgica,gloria,mariano,Folhetos de Canto,true,241
"Hino Tradicional 43","Coral Tradicional 43","Tradicional",liturgica,salmo,funerario,Folhetos de Canto,true,242
"Hino Tradicional 44","Coral Tradicional 44","Tradicional",liturgica,ofertorio,batizado,Folhetos de Canto,true,243
"Hino Tradicional 45","Coral Tradicional 45","Tradicional",liturgica,santo,comum,Folhetos de Canto,true,244
"Hino Tradicional 46","Coral Tradicional 46","Tradicional",liturgica,comunhao,advento,Folhetos de Canto,true,245
"Hino Tradicional 47","Coral Tradicional 47","Tradicional",liturgica,final,natal,Folhetos de Canto,true,246
"Hino Tradicional 48","Coral Tradicional 48","Tradicional",liturgica,ato_penitencial,quaresma,Folhetos de Canto,true,247
"Hino Tradicional 49","Coral Tradicional 49","Tradicional",liturgica,entrada,pascoa,Folhetos de Canto,true,248
"Hino Tradicional 50","Coral Tradicional 50","Tradicional",liturgica,gloria,pentecostes,Folhetos de Canto,true,249
"Hino Tradicional 51","Coral Tradicional 51","Tradicional",liturgica,salmo,mariano,Folhetos de Canto,true,250
"Hino Tradicional 52","Coral Tradicional 52","Tradicional",liturgica,ofertorio,funerario,Folhetos de Canto,true,251
"Hino Tradicional 53","Coral Tradicional 53","Tradicional",liturgica,santo,batizado,Folhetos de Canto,true,252
"Hino Tradicional 54","Coral Tradicional 54","Tradicional",liturgica,comunhao,comum,Folhetos de Canto,true,253
"Hino Tradicional 55","Coral Tradicional 55","Tradicional",liturgica,final,advento,Folhetos de Canto,true,254
"Hino Tradicional 56","Coral Tradicional 56","Tradicional",liturgica,ato_penitencial,natal,Folhetos de Canto,true,255
"Hino Tradicional 57","Coral Tradicional 57","Tradicional",liturgica,entrada,quaresma,Folhetos de Canto,true,256
"Hino Tradicional 58","Coral Tradicional 58","Tradicional",liturgica,gloria,pascoa,Folhetos de Canto,true,257
"Hino Tradicional 59","Coral Tradicional 59","Tradicional",liturgica,salmo,pentecostes,Folhetos de Canto,true,258
"Hino Tradicional 60","Coral Tradicional 60","Tradicional",liturgica,ofertorio,mariano,Folhetos de Canto,true,259
"Hino Tradicional 61","Coral Tradicional 61","Tradicional",liturgica,santo,funerario,Folhetos de Canto,true,260
"Hino Tradicional 62","Coral Tradicional 62","Tradicional",liturgica,comunhao,batizado,Folhetos de Canto,true,261
"Hino Tradicional 63","Coral Tradicional 63","Tradicional",liturgica,final,comum,Folhetos de Canto,true,262
"Hino Tradicional 64","Coral Tradicional 64","Tradicional",liturgica,ato_penitencial,advento,Folhetos de Canto,true,263
"Hino Tradicional 65","Coral Tradicional 65","Tradicional",liturgica,entrada,natal,Folhetos de Canto,true,264
"Hino Tradicional 66","Coral Tradicional 66","Tradicional",liturgica,gloria,quaresma,Folhetos de Canto,true,265
"Hino Tradicional 67","Coral Tradicional 67","Tradicional",liturgica,salmo,pascoa,Folhetos de Canto,true,266
"Hino Tradicional 68","Coral Tradicional 68","Tradicional",liturgica,ofertorio,pentecostes,Folhetos de Canto,true,267
"Hino Tradicional 69","Coral Tradicional 69","Tradicional",liturgica,santo,mariano,Folhetos de Canto,true,268
"Hino Tradicional 70","Coral Tradicional 70","Tradicional",liturgica,comunhao,funerario,Folhetos de Canto,true,269
"Hino Tradicional 71","Coral Tradicional 71","Tradicional",liturgica,final,batizado,Folhetos de Canto,true,270
"Hino Tradicional 72","Coral Tradicional 72","Tradicional",liturgica,ato_penitencial,comum,Folhetos de Canto,true,271
"Hino Tradicional 73","Coral Tradicional 73","Tradicional",liturgica,entrada,advento,Folhetos de Canto,true,272
"Hino Tradicional 74","Coral Tradicional 74","Tradicional",liturgica,gloria,natal,Folhetos de Canto,true,273
"Hino Tradicional 75","Coral Tradicional 75","Tradicional",liturgica,salmo,quaresma,Folhetos de Canto,true,274
"Hino Tradicional 76","Coral Tradicional 76","Tradicional",liturgica,ofertorio,pascoa,Folhetos de Canto,true,275
"Hino Tradicional 77","Coral Tradicional 77","Tradicional",liturgica,santo,pentecostes,Folhetos de Canto,true,276
"Hino Tradicional 78","Coral Tradicional 78","Tradicional",liturgica,comunhao,mariano,Folhetos de Canto,true,277
"Hino Tradicional 79","Coral Tradicional 79","Tradicional",liturgica,final,funerario,Folhetos de Canto,true,278
"Hino Tradicional 80","Coral Tradicional 80","Tradicional",liturgica,ato_penitencial,batizado,Folhetos de Canto,true,279
"Hino Tradicional 81","Coral Tradicional 81","Tradicional",liturgica,entrada,comum,Folhetos de Canto,true,280
"Hino Tradicional 82","Coral Tradicional 82","Tradicional",liturgica,gloria,advento,Folhetos de Canto,true,281
"Hino Tradicional 83","Coral Tradicional 83","Tradicional",liturgica,salmo,natal,Folhetos de Canto,true,282
"Hino Tradicional 84","Coral Tradicional 84","Tradicional",liturgica,ofertorio,quaresma,Folhetos de Canto,true,283
"Hino Tradicional 85","Coral Tradicional 85","Tradicional",liturgica,santo,pascoa,Folhetos de Canto,true,284
"Hino Tradicional 86","Coral Tradicional 86","Tradicional",liturgica,comunhao,pentecostes,Folhetos de Canto,true,285
"Hino Tradicional 87","Coral Tradicional 87","Tradicional",liturgica,final,mariano,Folhetos de Canto,true,286
"Hino Tradicional 88","Coral Tradicional 88","Tradicional",liturgica,ato_penitencial,funerario,Folhetos de Canto,true,287
"Hino Tradicional 89","Coral Tradicional 89","Tradicional",liturgica,entrada,batizado,Folhetos de Canto,true,288
"Hino Tradicional 90","Coral Tradicional 90","Tradicional",liturgica,gloria,comum,Folhetos de Canto,true,289
"Hino Tradicional 91","Coral Tradicional 91","Tradicional",liturgica,salmo,advento,Folhetos de Canto,true,290
"Hino Tradicional 92","Coral Tradicional 92","Tradicional",liturgica,ofertorio,natal,Folhetos de Canto,true,291
"Hino Tradicional 93","Coral Tradicional 93","Tradicional",liturgica,santo,quaresma,Folhetos de Canto,true,292
"Hino Tradicional 94","Coral Tradicional 94","Tradicional",liturgica,comunhao,pascoa,Folhetos de Canto,true,293
"Hino Tradicional 95","Coral Tradicional 95","Tradicional",liturgica,final,pentecostes,Folhetos de Canto,true,294
"Hino Tradicional 96","Coral Tradicional 96","Tradicional",liturgica,ato_penitencial,mariano,Folhetos de Canto,true,295
"Hino Tradicional 97","Coral Tradicional 97","Tradicional",liturgica,entrada,funerario,Folhetos de Canto,true,296
"Hino Tradicional 98","Coral Tradicional 98","Tradicional",liturgica,gloria,batizado,Folhetos de Canto,true,297
"Hino Tradicional 99","Coral Tradicional 99","Tradicional",liturgica,salmo,comum,Folhetos de Canto,true,298
"Hino Tradicional 100","Coral Tradicional 100","Tradicional",liturgica,ofertorio,advento,Folhetos de Canto,true,299
"Canto Católico 1","Ensemble Vocal 1","Tradicional",louvor,entrada,advento,Portal Kairos,true,220
"Canto Católico 2","Ensemble Vocal 2","Tradicional",coral,gloria,natal,Portal Kairos,true,221
"Canto Católico 3","Ensemble Vocal 3","Tradicional",liturgica,salmo,quaresma,Portal Kairos,true,222
"Canto Católico 4","Ensemble Vocal 4","Tradicional",louvor,ofertorio,pascoa,Portal Kairos,true,223
"Canto Católico 5","Ensemble Vocal 5","Tradicional",coral,santo,pentecostes,Portal Kairos,true,224
"Canto Católico 6","Ensemble Vocal 6","Tradicional",liturgica,comunhao,mariano,Portal Kairos,true,225
"Canto Católico 7","Ensemble Vocal 7","Tradicional",louvor,final,funerario,Portal Kairos,true,226
"Canto Católico 8","Ensemble Vocal 8","Tradicional",coral,ato_penitencial,batizado,Portal Kairos,true,227
"Canto Católico 9","Ensemble Vocal 9","Tradicional",liturgica,entrada,comum,Portal Kairos,true,228
"Canto Católico 10","Ensemble Vocal 10","Tradicional",louvor,gloria,advento,Portal Kairos,true,229
"Canto Católico 11","Ensemble Vocal 11","Tradicional",coral,salmo,natal,Portal Kairos,true,230
"Canto Católico 12","Ensemble Vocal 12","Tradicional",liturgica,ofertorio,quaresma,Portal Kairos,true,231
"Canto Católico 13","Ensemble Vocal 13","Tradicional",louvor,santo,pascoa,Portal Kairos,true,232
"Canto Católico 14","Ensemble Vocal 14","Tradicional",coral,comunhao,pentecostes,Portal Kairos,true,233
"Canto Católico 15","Ensemble Vocal 15","Tradicional",liturgica,final,mariano,Portal Kairos,true,234
"Canto Católico 16","Ensemble Vocal 16","Tradicional",louvor,ato_penitencial,funerario,Portal Kairos,true,235
"Canto Católico 17","Ensemble Vocal 17","Tradicional",coral,entrada,batizado,Portal Kairos,true,236
"Canto Católico 18","Ensemble Vocal 18","Tradicional",liturgica,gloria,comum,Portal Kairos,true,237
"Canto Católico 19","Ensemble Vocal 19","Tradicional",louvor,salmo,advento,Portal Kairos,true,238
"Canto Católico 20","Ensemble Vocal 20","Tradicional",coral,ofertorio,natal,Portal Kairos,true,239
"Canto Católico 21","Ensemble Vocal 21","Tradicional",liturgica,santo,quaresma,Portal Kairos,true,240
"Canto Católico 22","Ensemble Vocal 22","Tradicional",louvor,comunhao,pascoa,Portal Kairos,true,241
"Canto Católico 23","Ensemble Vocal 23","Tradicional",coral,final,pentecostes,Portal Kairos,true,242
"Canto Católico 24","Ensemble Vocal 24","Tradicional",liturgica,ato_penitencial,mariano,Portal Kairos,true,243
"Canto Católico 25","Ensemble Vocal 25","Tradicional",louvor,entrada,funerario,Portal Kairos,true,244
"Canto Católico 26","Ensemble Vocal 26","Tradicional",coral,gloria,batizado,Portal Kairos,true,245
"Canto Católico 27","Ensemble Vocal 27","Tradicional",liturgica,salmo,comum,Portal Kairos,true,246
"Canto Católico 28","Ensemble Vocal 28","Tradicional",louvor,ofertorio,advento,Portal Kairos,true,247
"Canto Católico 29","Ensemble Vocal 29","Tradicional",coral,santo,natal,Portal Kairos,true,248
"Canto Católico 30","Ensemble Vocal 30","Tradicional",liturgica,comunhao,quaresma,Portal Kairos,true,249
"Canto Católico 31","Ensemble Vocal 31","Tradicional",louvor,final,pascoa,Portal Kairos,true,250
"Canto Católico 32","Ensemble Vocal 32","Tradicional",coral,ato_penitencial,pentecostes,Portal Kairos,true,251
"Canto Católico 33","Ensemble Vocal 33","Tradicional",liturgica,entrada,mariano,Portal Kairos,true,252
"Canto Católico 34","Ensemble Vocal 34","Tradicional",louvor,gloria,funerario,Portal Kairos,true,253
"Canto Católico 35","Ensemble Vocal 35","Tradicional",coral,salmo,batizado,Portal Kairos,true,254
"Canto Católico 36","Ensemble Vocal 36","Tradicional",liturgica,ofertorio,comum,Portal Kairos,true,255
"Canto Católico 37","Ensemble Vocal 37","Tradicional",louvor,santo,advento,Portal Kairos,true,256
"Canto Católico 38","Ensemble Vocal 38","Tradicional",coral,comunhao,natal,Portal Kairos,true,257
"Canto Católico 39","Ensemble Vocal 39","Tradicional",liturgica,final,quaresma,Portal Kairos,true,258
"Canto Católico 40","Ensemble Vocal 40","Tradicional",louvor,ato_penitencial,pascoa,Portal Kairos,true,259
"Canto Católico 41","Ensemble Vocal 41","Tradicional",coral,entrada,pentecostes,Portal Kairos,true,260
"Canto Católico 42","Ensemble Vocal 42","Tradicional",liturgica,gloria,mariano,Portal Kairos,true,261
"Canto Católico 43","Ensemble Vocal 43","Tradicional",louvor,salmo,funerario,Portal Kairos,true,262
"Canto Católico 44","Ensemble Vocal 44","Tradicional",coral,ofertorio,batizado,Portal Kairos,true,263
"Canto Católico 45","Ensemble Vocal 45","Tradicional",liturgica,santo,comum,Portal Kairos,true,264
"Canto Católico 46","Ensemble Vocal 46","Tradicional",louvor,comunhao,advento,Portal Kairos,true,265
"Canto Católico 47","Ensemble Vocal 47","Tradicional",coral,final,natal,Portal Kairos,true,266
"Canto Católico 48","Ensemble Vocal 48","Tradicional",liturgica,ato_penitencial,quaresma,Portal Kairos,true,267
"Canto Católico 49","Ensemble Vocal 49","Tradicional",louvor,entrada,pascoa,Portal Kairos,true,268
"Canto Católico 50","Ensemble Vocal 50","Tradicional",coral,gloria,pentecostes,Portal Kairos,true,269
"Canto Católico 51","Ensemble Vocal 51","Tradicional",liturgica,salmo,mariano,Portal Kairos,true,270
"Canto Católico 52","Ensemble Vocal 52","Tradicional",louvor,ofertorio,funerario,Portal Kairos,true,271
"Canto Católico 53","Ensemble Vocal 53","Tradicional",coral,santo,batizado,Portal Kairos,true,272
"Canto Católico 54","Ensemble Vocal 54","Tradicional",liturgica,comunhao,comum,Portal Kairos,true,273
"Canto Católico 55","Ensemble Vocal 55","Tradicional",louvor,final,advento,Portal Kairos,true,274
"Canto Católico 56","Ensemble Vocal 56","Tradicional",coral,ato_penitencial,natal,Portal Kairos,true,275
"Canto Católico 57","Ensemble Vocal 57","Tradicional",liturgica,entrada,quaresma,Portal Kairos,true,276
"Canto Católico 58","Ensemble Vocal 58","Tradicional",louvor,gloria,pascoa,Portal Kairos,true,277
"Canto Católico 59","Ensemble Vocal 59","Tradicional",coral,salmo,pentecostes,Portal Kairos,true,278
"Canto Católico 60","Ensemble Vocal 60","Tradicional",liturgica,ofertorio,mariano,Portal Kairos,true,279
"Canto Católico 61","Ensemble Vocal 61","Tradicional",louvor,santo,funerario,Portal Kairos,true,280
"Canto Católico 62","Ensemble Vocal 62","Tradicional",coral,comunhao,batizado,Portal Kairos,true,281
"Canto Católico 63","Ensemble Vocal 63","Tradicional",liturgica,final,comum,Portal Kairos,true,282
"Canto Católico 64","Ensemble Vocal 64","Tradicional",louvor,ato_penitencial,advento,Portal Kairos,true,283
"Canto Católico 65","Ensemble Vocal 65","Tradicional",coral,entrada,natal,Portal Kairos,true,284
"Canto Católico 66","Ensemble Vocal 66","Tradicional",liturgica,gloria,quaresma,Portal Kairos,true,285
"Canto Católico 67","Ensemble Vocal 67","Tradicional",louvor,salmo,pascoa,Portal Kairos,true,286
"Canto Católico 68","Ensemble Vocal 68","Tradicional",coral,ofertorio,pentecostes,Portal Kairos,true,287
"Canto Católico 69","Ensemble Vocal 69","Tradicional",liturgica,santo,mariano,Portal Kairos,true,288
"Canto Católico 70","Ensemble Vocal 70","Tradicional",louvor,comunhao,funerario,Portal Kairos,true,289
"Canto Católico 71","Ensemble Vocal 71","Tradicional",coral,final,batizado,Portal Kairos,true,290
"Canto Católico 72","Ensemble Vocal 72","Tradicional",liturgica,ato_penitencial,comum,Portal Kairos,true,291
"Canto Católico 73","Ensemble Vocal 73","Tradicional",louvor,entrada,advento,Portal Kairos,true,292
"Canto Católico 74","Ensemble Vocal 74","Tradicional",coral,gloria,natal,Portal Kairos,true,293
"Canto Católico 75","Ensemble Vocal 75","Tradicional",liturgica,salmo,quaresma,Portal Kairos,true,294
"Canto Católico 76","Ensemble Vocal 76","Tradicional",louvor,ofertorio,pascoa,Portal Kairos,true,295
"Canto Católico 77","Ensemble Vocal 77","Tradicional",coral,santo,pentecostes,Portal Kairos,true,296
"Canto Católico 78","Ensemble Vocal 78","Tradicional",liturgica,comunhao,mariano,Portal Kairos,true,297
"Canto Católico 79","Ensemble Vocal 79","Tradicional",louvor,final,funerario,Portal Kairos,true,298
"Canto Católico 80","Ensemble Vocal 80","Tradicional",coral,ato_penitencial,batizado,Portal Kairos,true,299
"Canto Católico 81","Ensemble Vocal 81","Tradicional",liturgica,entrada,comum,Portal Kairos,true,300
"Canto Católico 82","Ensemble Vocal 82","Tradicional",louvor,gloria,advento,Portal Kairos,true,301
"Canto Católico 83","Ensemble Vocal 83","Tradicional",coral,salmo,natal,Portal Kairos,true,302
"Canto Católico 84","Ensemble Vocal 84","Tradicional",liturgica,ofertorio,quaresma,Portal Kairos,true,303
"Canto Católico 85","Ensemble Vocal 85","Tradicional",louvor,santo,pascoa,Portal Kairos,true,304
"Canto Católico 86","Ensemble Vocal 86","Tradicional",coral,comunhao,pentecostes,Portal Kairos,true,305
"Canto Católico 87","Ensemble Vocal 87","Tradicional",liturgica,final,mariano,Portal Kairos,true,306
"Canto Católico 88","Ensemble Vocal 88","Tradicional",louvor,ato_penitencial,funerario,Portal Kairos,true,307
"Canto Católico 89","Ensemble Vocal 89","Tradicional",coral,entrada,batizado,Portal Kairos,true,308
"Canto Católico 90","Ensemble Vocal 90","Tradicional",liturgica,gloria,comum,Portal Kairos,true,309
"Canto Católico 91","Ensemble Vocal 91","Tradicional",louvor,salmo,advento,Portal Kairos,true,310
"Canto Católico 92","Ensemble Vocal 92","Tradicional",coral,ofertorio,natal,Portal Kairos,true,311
"Canto Católico 93","Ensemble Vocal 93","Tradicional",liturgica,santo,quaresma,Portal Kairos,true,312
"Canto Católico 94","Ensemble Vocal 94","Tradicional",louvor,comunhao,pascoa,Portal Kairos,true,313
"Canto Católico 95","Ensemble Vocal 95","Tradicional",coral,final,pentecostes,Portal Kairos,true,314
"Canto Católico 96","Ensemble Vocal 96","Tradicional",liturgica,ato_penitencial,mariano,Portal Kairos,true,315
"Canto Católico 97","Ensemble Vocal 97","Tradicional",louvor,entrada,funerario,Portal Kairos,true,316
"Canto Católico 98","Ensemble Vocal 98","Tradicional",coral,gloria,batizado,Portal Kairos,true,317
